620,20,300,190,140,220
160,460,100,560,70,10
470,330,680,270,130,130
140,180,190,640,320,90
470,20,660,670,60,20
530,160,690,580,290,210
370,570,470,500,520,210
400,170,460,690,410,60
660,370,220,140,450,50
260,40,320,550,640,180
500,530,70,160,250,150
120,20,170,200,650,170
90,470,200,250,680,70
560,620,540,630,40,100
200,310,560,640,600,20
570,320,300,420,560,110
570,620,690,490,480,190
200,150,310,400,290,10
270,680,120,430,290,10
520,400,480,180,300,90
330,60,460,440,260,40
400,590,210,390,550,170
230,570,420,310,500,50
80,290,510,580,410,50
120,430,170,260,480,240
70,50,390,240,310,70
350,30,160,20,130,270
500,440,450,510,470,80
290,100,180,160,450,190
170,460,220,300,560,160
250,180,290,210,280,160
220,560,20,450,320,120
120,140,210,40,550,70
60,430,480,500,80,70
30,170,130,520,420,240
290,380,80,130,520,280
340,480,540,520,90,150
420,140,90,160,110,190
130,70,490,240,570,150
40,520,220,270,280,350
270,440,410,290,340,20
310,120,570,440,430,110
390,60,370,450,550,330
450,340,130,500,160,110
460,390,520,110,540,30
300,270,250,150,40,180
240,180,60,30,140,210
240,410,310,260,70,250
350,180,460,490,280,270
50,100,30,220,320,70
200,160,100,570,90,150
220,200,210,540,410,70
410,290,520,540,480,290
490,320,310,530,480,250
180,430,130,80,270,150
60,400,370,130,80,110
570,250,80,560,90,220
80,150,590,340,530,230
310,90,430,170,150,160
120,10,440,280,350,250
480,240,380,520,290,320
310,290,10,470,250,70
580,40,170,350,150,170
240,410,390,230,270,300
20,310,60,110,300,330
260,10,380,340,510,60
450,210,350,330,380,120
250,100,140,390,530,180
310,220,130,230,290,170
10,210,290,160,400,300
580,10,320,420,120,120
10,190,450,580,460,290
410,330,390,540,400,280
440,390,300,330,20,10
380,20,120,40,60,170
540,230,190,70,500,140
300,380,160,110,420,70
300,470,330,250,140,80
460,470,80,140,390,180
240,440,310,110,400,270
500,420,360,380,340,330
80,350,150,120,500,320
250,280,110,170,460,120
390,170,210,320,190,80
180,510,140,340,100,260
290,10,490,90,320,220
440,450,10,240,510,280
250,110,540,130,390,190
340,580,50,210,100,330
510,520,360,240,560,220
160,50,500,110,260,340
490,240,120,360,350,10
190,160,200,330,290,100
570,120,280,150,110,230
150,270,230,360,160,90
100,40,530,20,410,220
190,90,290,20,280,190
470,490,590,150,140,100
40,430,460,550,180,250
400,270,170,530,370,350
360,140,100,110,70,150
460,110,120,470,500,220
190,150,560,310,140,50
470,310,480,380,220,150
50,130,430,550,280,330
480,340,550,440,540,100
430,220,490,150,120,140
540,300,320,460,250,260
130,300,240,420,480,270
460,170,220,160,540,350
540,530,230,570,490,350
380,60,360,480,510,170
350,160,330,510,130,280
550,370,390,520,510,110
90,330,190,380,540,150
190,20,110,210,420,340
10,380,250,130,30,170
480,280,590,250,570,160
540,570,510,60,100,120
400,420,300,290,500,160
360,200,540,270,260,190
50,70,280,270,190,200
370,390,380,190,100,280
460,500,160,310,50,180
130,330,180,240,250,310
200,10,450,180,40,70
540,110,520,350,20,130
70,140,240,410,210,260
230,220,300,390,370,160
360,180,250,500,480,230
370,60,10,530,160,270
140,390,20,400,430,130
290,430,310,500,90,180
430,20,510,450,160,350
50,520,280,590,310,270
240,170,450,460,260,190
520,280,360,320,350,310
210,400,80,380,40,30
70,80,170,590,480,90
370,80,400,520,390,240
340,120,310,510,30,240
490,10,80,240,280,240
120,460,440,470,260,290
490,130,300,530,420,290
380,390,280,240,300,160
220,120,40,310,100,30
100,530,170,250,450,90
50,320,260,180,150,350
230,70,20,30,510,260
90,550,420,250,570,140
340,580,240,360,570,110
580,180,530,80,450,350
560,80,120,430,340,90
500,530,100,200,250,350
410,60,540,50,370,260
60,520,590,290,90,70
330,540,420,90,450,300
140,250,330,180,490,230
580,300,350,280,590,150
220,70,10,100,490,240
340,150,480,270,310,10
240,20,280,320,590,250
550,150,490,160,280,180
200,340,580,40,390,310
320,230,470,390,490,220
550,70,520,330,390,330
410,470,550,310,40,10
480,310,170,490,290,340
150,50,460,490,160,260
90,20,190,500,110,320
300,30,220,70,330,200
290,480,360,190,250,120
350,60,510,50,290,210
420,340,590,390,440,80
260,450,140,550,540,200
490,140,480,90,440,290
260,110,210,340,330,290
190,220,130,530,80,240
30,120,270,380,20,170
330,410,590,440,280,210
550,130,280,580,310,150
340,230,430,190,20,140
340,50,510,20,580,90
280,540,140,150,370,100
140,240,320,410,100,300
260,30,90,70,540,190
30,80,250,470,300,130
420,110,120,380,170,20
130,20,540,140,30,40
170,490,540,350,10,340
90,230,20,140,210,30
520,490,360,570,440,10
540,370,340,250,240,290
80,570,170,590,320,240
120,150,380,50,270,70
470,230,110,280,320,200
570,80,550,120,180,20
550,20,70,10,90,290
380,140,130,190,310,250
290,80,90,70,240,250
540,150,480,330,100,340
390,280,580,470,100,220
190,580,370,200,410,140
520,480,150,240,400,230
560,510,350,440,80,180
380,560,280,390,230,320
360,510,450,250,400,80
390,70,400,240,370,10
330,410,250,140,320,340
100,180,190,10,130,270
450,130,480,320,200,170
90,60,110,440,310,250
260,50,450,440,570,290
570,250,180,550,500,170
120,520,550,430,50,100
320,40,450,230,180,70
290,370,590,100,440,100
310,50,550,500,560,90
370,560,30,490,90,320
490,10,50,100,150,220
270,400,130,230,240,170
540,20,490,360,400,100
560,60,40,340,490,290
470,340,230,310,30,130
330,90,560,540,570,50
30,420,260,340,280,280
100,580,260,570,80,40
90,380,30,330,190,180
110,390,400,170,120,50
60,510,420,40,250,170
470,530,140,520,540,50
490,70,170,530,20,230
580,540,450,170,120,130
70,100,350,320,220,190
10,250,440,170,370,200
190,330,420,520,110,330
20,220,190,450,260,240
20,450,260,90,470,110
400,250,70,560,20,200
320,190,70,90,60,130
450,170,590,120,250,190
300,480,420,460,400,230
180,540,560,210,460,230
170,430,110,40,510,200
370,580,140,40,120,130
580,50,250,590,300,320
240,360,210,450,420,150
80,240,590,390,490,50
580,530,400,230,90,60
440,290,540,400,90,70
140,270,580,250,380,60
220,10,420,380,340,170
80,370,20,350,220,60
550,450,310,300,590,270
520,20,360,350,130,110
400,60,510,290,30,40
280,80,560,530,300,160
10,460,390,330,180,330
330,570,190,230,130,280
570,470,460,520,70,170
480,550,280,400,360,10
220,160,420,230,550,320
20,260,110,320,220,190
40,360,260,330,550,320
330,530,590,220,280,140
490,140,90,170,570,20
270,210,190,60,20,250
310,350,410,90,570,260
220,100,130,140,520,110
20,340,110,410,260,320
60,230,190,430,130,160
210,570,260,220,300,270
260,360,400,70,120,170
310,220,550,260,540,180
550,540,480,230,30,50
90,590,310,560,190,20
60,390,80,300,480,200
580,180,480,130,360,280
100,570,310,120,560,330
400,10,520,360,530,200
390,290,40,80,70,240
350,80,120,10,60,30
230,460,110,260,550,270
430,480,70,370,520,160
290,530,520,170,310,310
430,170,140,130,540,150
440,530,70,210,30,160
380,90,320,280,50,290
460,520,370,100,400,120
450,100,60,230,410,10
560,130,80,410,30,160
480,200,140,340,30,210
410,310,390,20,50,290
250,30,320,170,190,170
580,160,150,460,500,290
120,430,270,250,230,290
580,360,160,60,50,30
360,380,50,270,410,120
410,330,160,400,110,340
470,160,140,320,520,160
220,490,410,260,30,180
240,430,110,120,450,90
290,80,280,340,380,350
510,210,320,280,90,350
470,210,230,140,100,70
110,200,130,270,590,260
300,490,540,260,510,250
200,180,530,280,350,200
550,520,460,500,360,140
540,430,130,110,230,40
180,440,350,390,10,110
230,200,50,300,80,30
400,230,440,550,150,140
360,250,440,80,100,280
230,400,530,260,70,210
270,190,380,130,170,120
460,100,30,190,360,30
50,230,160,220,290,60
220,320,370,440,500,340
240,300,80,180,390,260
150,590,270,580,30,200
440,100,580,80,300,130
550,320,500,540,420,320
320,450,340,520,580,200
540,40,70,90,300,250
450,310,10,480,270,50
340,560,360,320,220,330
180,500,230,30,210,40
40,280,310,440,210,100
420,230,100,70,10,350
50,20,260,250,490,180
350,180,430,290,260,280
360,590,260,150,340,350
550,230,170,590,360,100
570,140,290,180,280,80
410,260,420,130,390,100
400,420,180,160,20,330
500,10,80,390,50,230
430,260,30,200,480,10
480,560,240,360,330,60
340,440,200,480,60,290
420,40,260,510,190,290
80,440,210,110,490,220
490,540,280,250,560,280
70,200,60,10,490,230
470,310,220,290,550,190
550,410,260,140,590,10
560,270,460,60,510,210
510,130,460,390,40,10
70,150,30,110,280,120
550,300,530,480,190,180
580,30,560,480,160,40
60,500,50,360,130,130
140,30,460,380,350,160
90,540,380,560,310,200
50,20,570,230,200,30
40,460,160,370,320,130
50,360,490,550,220,230
50,30,290,590,390,290
350,190,140,390,560,330
200,70,150,410,440,220
580,340,60,460,400,60
440,10,530,30,410,300
170,110,290,560,570,140
140,160,270,150,80,260
140,570,330,100,70,180
560,450,570,220,180,270
590,480,190,330,300,270
170,450,100,290,90,330
100,560,90,240,520,140
490,590,130,410,140,140
590,70,530,260,40,320
460,130,80,510,350,300
210,430,280,30,70,20
350,240,580,530,100,220
560,70,10,110,550,10
120,590,440,200,90,230
70,330,500,380,80,290
570,400,580,310,390,330
290,430,250,40,340,290
80,420,510,200,60,160
220,390,490,460,200,290
150,160,190,140,240,20
440,420,160,470,230,20
130,300,50,200,170,180
330,240,490,450,10,60
140,50,580,540,360,270
500,580,160,290,110,330
150,370,350,10,470,80
320,430,530,550,560,60
110,550,580,140,490,300
10,80,590,460,410,240
50,410,200,140,170,50
450,350,470,460,120,120
470,300,290,490,450,350
260,10,110,40,230,140
540,110,60,420,530,70
170,390,160,70,510,320
230,500,280,590,560,50
120,110,320,560,520,110
370,520,100,10,570,110
380,510,170,280,390,330
230,560,430,450,150,70
80,130,590,170,340,350
410,540,590,330,50,130
280,190,290,470,40,50
440,120,430,240,450,70
500,340,290,60,440,280
410,300,100,360,380,10
470,50,290,450,190,250
30,240,380,210,390,240
500,350,210,470,460,20
50,250,400,230,280,340
160,270,450,410,210,140
520,510,160,140,300,190
310,150,130,540,100,180
590,280,510,130,490,330
460,520,240,560,20,190
330,410,40,190,590,90
390,200,140,400,30,370
180,50,330,430,450,80
470,60,20,340,350,220
550,200,370,450,390,280
300,350,570,40,590,250
160,90,170,280,300,110
220,250,390,130,510,280
560,40,350,510,360,80
580,590,350,50,570,120
430,390,20,330,400,260
120,390,140,460,340,360
110,400,160,510,560,380
390,210,10,180,550,60
80,30,230,300,580,130
260,350,160,520,580,20
380,240,50,100,430,10
430,100,120,230,470,180
350,30,370,270,450,310
460,70,430,540,200,170
270,430,120,230,10,310
410,510,300,500,530,80
270,120,30,40,440,260
470,520,550,480,120,130
430,220,60,200,320,110
160,500,420,590,410,50
320,530,220,40,190,240
540,30,50,270,180,130
150,520,250,530,540,20
190,350,570,470,130,290
20,540,120,580,250,140
490,530,130,90,470,390
230,20,470,280,170,360
310,280,480,180,520,370
350,90,500,120,580,40
460,410,360,180,110,380
570,590,540,250,300,60
490,190,130,280,210,110
550,200,400,470,410,190
400,510,590,410,380,330
380,10,480,270,70,300
400,420,380,10,40,170
280,480,540,240,500,250
540,180,80,190,320,80
310,90,230,10,110,60
550,500,240,110,150,80
110,290,10,510,180,320
300,240,570,590,450,260
180,390,570,360,410,120
590,120,460,190,150,120
220,380,210,120,410,180
410,430,200,190,380,290
500,160,180,360,270,80
530,370,140,440,450,290
170,580,390,190,410,210
560,380,460,80,180,310
430,120,200,510,550,110
500,40,310,420,230,230
80,490,20,400,500,360
70,120,420,490,130,160
400,180,170,80,440,160
430,320,90,450,170,310
110,550,470,20,270,150
150,410,290,270,30,240
410,150,60,130,320,30
400,440,550,240,40,50
580,110,30,480,470,190
90,240,430,340,360,270
210,550,330,450,440,70
40,490,390,500,230,390
530,50,560,140,320,110
560,180,550,100,410,150
430,220,340,60,450,230
580,560,200,190,420,370
100,40,110,330,190,270
150,280,50,260,320,90
110,200,460,270,30,80
530,280,480,390,400,90
40,410,10,120,470,30
120,200,280,400,480,80
420,310,230,480,20,210
500,580,70,310,510,60
40,450,210,170,130,100
320,360,390,290,490,290
120,340,30,420,370,360
230,480,210,90,130,240
320,520,360,480,110,190
510,390,420,110,70,300
150,410,590,370,560,50
330,570,530,30,140,360
280,450,240,520,490,20
40,470,580,50,360,60
340,300,510,310,450,230
360,510,560,220,590,320
220,130,90,370,230,310
480,230,400,210,190,270
70,520,60,330,260,240
400,220,320,260,380,70
370,470,180,220,540,360
180,370,200,160,30,300
520,500,10,380,170,240
330,110,440,470,460,120
430,190,40,110,330,140
320,180,450,100,110,180
10,80,190,100,200,230
250,80,110,580,410,160
270,240,420,310,130,220
100,50,120,110,200,20
470,370,300,540,100,390
200,80,210,370,320,40
120,100,380,530,570,10
140,590,540,530,160,50
300,510,170,480,540,290
50,80,440,400,110,100
70,120,230,340,380,330
340,450,380,390,500,330
490,70,270,10,360,390
250,240,200,590,530,150
200,20,460,70,160,340
200,390,70,170,590,170
280,160,120,110,150,110
460,340,320,220,120,20
420,320,490,60,20,350
260,410,140,370,460,240
300,120,360,200,470,250
520,130,550,440,510,300
80,350,270,160,420,300
100,360,520,240,550,150
180,440,10,390,370,130
70,200,210,340,430,340
360,200,590,170,70,330
100,570,510,350,390,200
330,220,420,140,110,380
400,200,210,170,510,190
320,560,40,270,220,130
170,360,290,160,310,230
70,220,100,270,120,260
470,40,330,320,550,390
580,500,360,90,330,310
220,520,100,230,70,290
520,260,310,220,40,300
530,300,190,370,280,360
10,570,160,410,170,150
10,110,200,270,250,20
590,300,460,380,200,270
160,580,220,300,510,250
270,370,220,450,350,30
210,230,380,200,420,60
280,210,200,560,270,40
100,410,440,560,480,40
520,530,30,140,100,30
380,430,60,480,470,270
570,300,130,380,320,250
480,110,450,300,470,100
540,310,90,300,500,390
290,180,110,360,80,60
380,130,120,90,350,300
220,490,270,140,320,50
180,340,400,590,480,250
390,140,430,90,40,380
240,30,280,10,410,100
60,200,100,10,130,320
200,190,470,570,400,290
70,580,550,290,20,270
280,150,360,230,210,200
520,580,530,370,510,380
410,50,570,340,220,310
470,130,340,400,570,110
230,250,160,490,580,200
280,440,120,220,250,240
570,560,10,530,120,50
110,340,550,410,490,200
220,410,490,210,50,150
140,60,320,520,380,200
210,220,520,490,580,340
360,520,440,40,400,330
150,590,520,100,310,40
130,450,540,50,170,120
210,70,320,520,440,100
140,490,390,240,200,70
90,360,440,450,390,90
550,260,480,450,240,80
160,360,200,60,310,80
410,370,170,500,210,10
410,330,100,590,290,150
140,490,90,70,450,230
470,180,580,530,510,300
500,170,570,350,40,120
130,540,410,370,270,320
360,70,260,80,190,150
140,100,400,510,300,10
290,80,370,380,50,340
220,540,520,140,590,40
370,520,220,360,170,240
260,350,480,470,60,210
150,260,310,60,200,90
530,160,150,420,200,170
460,150,430,440,320,190
410,80,70,550,230,230
320,150,80,110,500,270
410,440,200,540,500,220
560,270,290,200,580,310
230,30,70,420,270,370
50,520,140,380,390,60
530,410,360,320,370,300
520,80,490,510,320,230
240,410,170,470,390,210
230,430,250,350,130,150
140,410,120,130,350,290
580,120,50,10,130,210
410,580,270,390,440,170
370,460,140,340,550,370
460,500,270,280,260,210
180,130,40,590,490,50
260,360,70,490,580,40
580,590,320,500,420,310
570,300,190,480,320,140
120,80,220,290,140,220
320,370,460,500,70,260
510,100,450,110,140,170
190,260,540,410,20,230
510,460,260,30,110,230
380,220,590,490,140,160
340,510,450,60,160,40
160,50,490,300,250,390
150,300,50,400,250,60
450,490,500,130,320,300
20,500,380,210,200,220
500,570,240,120,480,220
520,540,410,420,570,300
340,200,360,390,180,190
70,80,290,200,250,110
250,240,490,300,50,230
170,560,370,400,510,250
130,280,560,410,380,250
160,180,510,530,40,230
350,270,160,90,570,290
230,470,360,180,590,360
10,530,200,370,520,330
430,230,10,210,300,110
60,510,30,200,320,230
430,140,310,510,240,270
140,260,320,150,360,120
320,100,250,470,340,50
450,370,500,330,40,110
340,250,410,490,460,290
530,370,460,390,50,80
380,20,430,50,590,80
330,50,520,460,170,90
60,220,40,160,320,110
210,260,470,40,280,370
260,500,570,520,510,370
390,10,40,420,200,20
500,560,420,530,190,390
220,40,410,440,90,140
380,530,90,520,320,150
480,390,260,180,220,170
530,240,510,160,180,160
280,220,30,110,180,330
530,90,370,50,420,270
200,410,130,350,160,60
260,420,580,270,150,370
450,100,230,300,180,20
220,200,320,160,370,90
510,420,10,590,230,200
50,160,60,210,120,70
520,190,570,340,230,210
230,300,420,350,310,60
60,70,400,560,310,380
300,400,370,320,190,370
490,320,40,150,580,210
120,70,220,310,80,180
450,200,380,420,30,270
60,360,500,190,590,130
520,420,300,80,260,150
300,150,480,220,370,120
70,280,440,430,150,200
590,220,260,160,270,50
460,490,70,350,280,200
520,560,10,60,480,90
210,570,580,140,500,70
20,330,410,540,90,140
480,20,160,410,30,190
230,470,100,200,540,260
490,270,230,520,190,210
160,290,260,450,410,10
70,440,330,300,510,100
130,70,470,30,340,300
590,270,560,280,210,210
60,10,440,550,490,360
30,580,160,200,420,70
320,490,420,560,170,110
310,460,130,450,410,210
440,150,560,390,20,150
330,80,450,90,20,50
50,220,450,490,100,370
180,530,50,280,200,270
240,440,300,320,70,180
330,260,140,410,10,370
100,320,180,50,230,40
60,370,420,200,250,250
260,200,540,460,380,230
90,50,590,230,20,260
460,340,250,80,390,340
